finding_id,ruleId,file,line,message,security_severity,problem_severity,precision,CWE/tags,runtime_scope,trust_boundary,reachability,disposition,evidence,remediation_required,test_evidence,final_status,final_sarif_presence
95858e4a7a99b9aa,py/clear-text-logging-sensitive-data,scripts/setup_billing_production.py,58,This expression logs [sensitive data (private)](1) as clear text.,7.5,error,high,"external/cwe/cwe-312,external/cwe/cwe-359,external/cwe/cwe-532",operator_cli,operator_local,operator_cli,CONTEXTUALLY_SAFE_FALSE_POSITIVE,"Webhook URLs are public endpoints, not credentials.",no,tests/test_codeql_*,accepted_fp,still_present_exact_line
749883d384f1c084,py/clear-text-logging-sensitive-data,scripts/setup_billing_production.py,62,This expression logs [sensitive data (private)](1) as clear text.,7.5,error,high,"external/cwe/cwe-312,external/cwe/cwe-359,external/cwe/cwe-532",operator_cli,operator_local,operator_cli,CONTEXTUALLY_SAFE_FALSE_POSITIVE,Env checklist prints boolean presence only via _set().,no,tests/test_codeql_*,accepted_fp,still_present_exact_line
cd3fbdafed8589fa,py/clear-text-logging-sensitive-data,scripts/setup_billing_production.py,83,"This expression logs [sensitive data (private)](1) as clear text.
This expression logs [sensitive data (private)](1) as clear text.",7.5,error,high,"external/cwe/cwe-312,external/cwe/cwe-359,external/cwe/cwe-532",operator_cli,operator_local,operator_cli,CONTEXTUALLY_SAFE_FALSE_POSITIVE,Static next-step strings; no secret values.,no,tests/test_codeql_*,accepted_fp,still_present_exact_line
4314732014ab7811,py/clear-text-logging-sensitive-data,scripts/setup_billing_production.py,79,"This expression logs [sensitive data (private)](1) as clear text.
This expression logs [sensitive data (private)](1) as clear text.",7.5,error,high,"external/cwe/cwe-312,external/cwe/cwe-359,external/cwe/cwe-532",operator_cli,operator_local,operator_cli,CONTEXTUALLY_SAFE_FALSE_POSITIVE,launch_ready boolean only.,no,tests/test_codeql_*,accepted_fp,still_present_exact_line
61808efe4526c4be,py/clear-text-logging-sensitive-data,scripts/setup_payments_usd.py,24,This expression logs [sensitive data (private)](1) as clear text.,7.5,error,high,"external/cwe/cwe-312,external/cwe/cwe-359,external/cwe/cwe-532",operator_cli,operator_local,operator_cli,CONTEXTUALLY_SAFE_FALSE_POSITIVE,SKU pricing display only.,no,tests/test_codeql_*,accepted_fp,still_present_exact_line
338a26cbd4b989a2,py/clear-text-logging-sensitive-data,scripts/setup_payments_usd.py,28,This expression logs [sensitive data (private)](1) as clear text.,7.5,error,high,"external/cwe/cwe-312,external/cwe/cwe-359,external/cwe/cwe-532",operator_cli,operator_local,operator_cli,CONTEXTUALLY_SAFE_FALSE_POSITIVE,Boolean env checklist.,no,tests/test_codeql_*,accepted_fp,still_present_exact_line
16511448b400b87f,py/clear-text-logging-sensitive-data,scripts/setup_payments_usd.py,31,This expression logs [sensitive data (private)](1) as clear text.,7.5,error,high,"external/cwe/cwe-312,external/cwe/cwe-359,external/cwe/cwe-532",operator_cli,operator_local,operator_cli,CONTEXTUALLY_SAFE_FALSE_POSITIVE,Public webhook URLs.,no,tests/test_codeql_*,accepted_fp,still_present_exact_line
b5f8503f7a65057f,py/clear-text-logging-sensitive-data,scripts/setup_payments_usd.py,32,This expression logs [sensitive data (private)](1) as clear text.,7.5,error,high,"external/cwe/cwe-312,external/cwe/cwe-359,external/cwe/cwe-532",operator_cli,operator_local,operator_cli,CONTEXTUALLY_SAFE_FALSE_POSITIVE,Public webhook URLs.,no,tests/test_codeql_*,accepted_fp,still_present_exact_line
ad541524a242d9fb,py/clear-text-logging-sensitive-data,scripts/setup_payments_usd.py,34,This expression logs [sensitive data (private)](1) as clear text.,7.5,error,high,"external/cwe/cwe-312,external/cwe/cwe-359,external/cwe/cwe-532",operator_cli,operator_local,operator_cli,CONTEXTUALLY_SAFE_FALSE_POSITIVE,launch_ready boolean.,no,tests/test_codeql_*,accepted_fp,still_present_exact_line
6fa206d8bdad40e5,py/clear-text-logging-sensitive-data,scripts/setup_stripe_production.py,55,This expression logs [sensitive data (private)](1) as clear text.,7.5,error,high,"external/cwe/cwe-312,external/cwe/cwe-359,external/cwe/cwe-532",operator_cli,operator_local,operator_cli,CONTEXTUALLY_SAFE_FALSE_POSITIVE,SKU display prices; secret never interpolated (see test_codeql_secret_logging_closure).,no,tests/test_codeql_*,accepted_fp,still_present_exact_line
6cba1d5c8e8afcde,py/clear-text-logging-sensitive-data,scripts/setup_stripe_production.py,60,This expression logs [sensitive data (private)](1) as clear text.,7.5,error,high,"external/cwe/cwe-312,external/cwe/cwe-359,external/cwe/cwe-532",operator_cli,operator_local,operator_cli,CONTEXTUALLY_SAFE_FALSE_POSITIVE,Boolean env checklist.,no,tests/test_codeql_*,accepted_fp,still_present_exact_line
d3eec192d14d7ab6,py/clear-text-logging-sensitive-data,scripts/setup_stripe_production.py,101,This expression logs [sensitive data (private)](1) as clear text.,7.5,error,high,"external/cwe/cwe-312,external/cwe/cwe-359,external/cwe/cwe-532",operator_cli,operator_local,operator_cli,CONTEXTUALLY_SAFE_FALSE_POSITIVE,launch_ready boolean.,no,tests/test_codeql_*,accepted_fp,still_present_exact_line
f180c8a98b3b6791,py/clear-text-logging-sensitive-data,billing/sweeper.py,45,This expression logs [sensitive data (private)](1) as clear text.,7.5,error,high,"external/cwe/cwe-312,external/cwe/cwe-359,external/cwe/cwe-532",production,internet_facing_api,production,CONTEXTUALLY_SAFE_FALSE_POSITIVE,Stats dict contains only expired/downgraded integer counts; no secret material.,no,tests/test_codeql_*,accepted_fp,still_present_exact_line
e4f9fe5217994dfa,py/clear-text-logging-sensitive-data,scripts/verify_institutional_owner_secret.py,93,"This expression logs [sensitive data (secret)](1) as clear text.
This expression logs [sensitive data (secret)](2) as clear text.
This expression logs [sensitive data (secret)](3) as clear text.
This expression logs [sensitive data (secret)](4) as clear text.",7.5,error,high,"external/cwe/cwe-312,external/cwe/cwe-359,external/cwe/cwe-532",operator_cli,operator_local,operator_cli,CONTEXTUALLY_SAFE_FALSE_POSITIVE,Stdout carries sha256 prefixes only; raw secret never emitted.,no,tests/test_codeql_*,accepted_fp,still_present_exact_line
b18b1cc874ffbb0d,py/clear-text-storage-sensitive-data,institutional_commerce.py,48,This expression stores [sensitive data (private)](1) as clear text.,7.5,error,high,"external/cwe/cwe-312,external/cwe/cwe-315,external/cwe/cwe-359",production,internet_facing_api,production,CONTEXTUALLY_SAFE_FALSE_POSITIVE,Intentional JSONL commerce ledger under path-guarded data/; operational records not API secrets.,no,tests/test_codeql_*,accepted_fp,still_present_exact_line
a816f156b8690c12,py/clear-text-storage-sensitive-data,scripts/institutional_readiness_matrix.py,216,This expression stores [sensitive data (secret)](1) as clear text.,7.5,error,high,"external/cwe/cwe-312,external/cwe/cwe-315,external/cwe/cwe-359",operator_cli,operator_local,operator_cli,TEST_ONLY_NON_PRODUCTION,Operator script writes readiness matrix artifact.,no,tests/test_codeql_*,accepted_test_only,still_present_exact_line
b1020d7f7128e6b1,py/clear-text-storage-sensitive-data,scripts/pre_launch_gate_assessor.py,21,This expression stores [sensitive data (secret)](1) as clear text.,7.5,error,high,"external/cwe/cwe-312,external/cwe/cwe-315,external/cwe/cwe-359",operator_cli,operator_local,operator_cli,TEST_ONLY_NON_PRODUCTION,Writes gate assessment JSON for operators; not runtime secret store.,no,tests/test_codeql_*,accepted_test_only,still_present_exact_line
a48c86aed7b9cd9b,py/weak-sensitive-data-hashing,audit_registry.py,42,"[Sensitive data (password)](1) is used in a hashing algorithm (SHA256) that is insecure for password hashing, since it is not a computationally expensive hash function.
[Sensitive data (password)](2) is used in a hashing algorithm (SHA256) that is insecure for password hashing, since it is not a computationally expensive hash function.",7.5,warning,high,"external/cwe/cwe-327,external/cwe/cwe-328,external/cwe/cwe-916",production,internet_facing_api,production,CONTEXTUALLY_SAFE_FALSE_POSITIVE,SHA-256 content-integrity checksum for audit payloads; not credential hashing (CWE-328 N/A).,no,tests/test_codeql_*,accepted_fp,still_present_exact_line
7c690b164c24a473,py/log-injection,bd_platform/address_intelligence.py,65,"This log entry depends on a [user-provided value](1).
This log entry depends on a [user-provided value](2).
This log entry depends on a [user-provided value](3).
This log entry depends on a [user-provided value](4).
This log entry depends on a [user-provided value](5).
This log entry depends on a [user-provided value](6).",6.1,error,medium,external/cwe/cwe-117,production,internet_facing_api,production,CONFIRMED_TRUE_POSITIVE,Snapshot key logged; remediated via sanitize_log_value.,yes,tests/test_codeql_*,remediated_still_flagged,still_present_near_line_67
36638c6c03b705d0,py/log-injection,billing/audit_ledger.py,71,"This log entry depends on a [user-provided value](1).
This log entry depends on a [user-provided value](2).
This log entry depends on a [user-provided value](3).",6.1,error,medium,external/cwe/cwe-117,production,internet_facing_api,production,CONFIRMED_TRUE_POSITIVE,User email interpolated into log line; remediated via sanitize_log_value CRLF scrub.,yes,tests/test_codeql_*,remediated_still_flagged,still_present_near_line_73
af31fa0d9cef77d6,py/log-injection,billing/audit_ledger.py,73,"This log entry depends on a [user-provided value](1).
This log entry depends on a [user-provided value](2).
This log entry depends on a [user-provided value](3).
This log entry depends on a [user-provided value](4).",6.1,error,medium,external/cwe/cwe-117,production,internet_facing_api,production,DUPLICATE_SAME_ROOT_CAUSE,Same logger.info sink as line 71; canonical billing/audit_ledger.py:71.,yes,tests/test_codeql_*,remediated_still_flagged,still_present_exact_line
67ab3d849bb6bc73,py/log-injection,audit_registry.py,302,This log entry depends on a [user-provided value](1).,6.1,error,medium,external/cwe/cwe-117,production,internet_facing_api,production,CONFIRMED_TRUE_POSITIVE,decision_id in exception log; remediated via sanitize_log_value.,yes,tests/test_codeql_*,remediated_still_flagged,still_present_near_line_295
421fa8ea56da9ad8,py/log-injection,audit_registry.py,376,This log entry depends on a [user-provided value](1).,6.1,error,medium,external/cwe/cwe-117,production,internet_facing_api,production,CONFIRMED_TRUE_POSITIVE,User-supplied decision_id in exception log; remediated via sanitize_log_value.,yes,tests/test_codeql_*,remediated_still_flagged,still_present_near_line_371
424745844456f5c6,py/log-injection,api/routers/didit_webhook.py,47,This log entry depends on a [user-provided value](1).,6.1,error,medium,external/cwe/cwe-117,production,internet_facing_api,production,CONFIRMED_TRUE_POSITIVE,Webhook event_id attacker-controlled; remediated via sanitize_log_value.,yes,tests/test_codeql_*,remediated_still_flagged,still_present_near_line_51
343e00e38bf2bbc3,py/log-injection,ml/market_replay_bootstrap.py,186,"This log entry depends on a [user-provided value](1).
This log entry depends on a [user-provided value](2).",6.1,error,medium,external/cwe/cwe-117,production,internet_facing_api,production,CONFIRMED_TRUE_POSITIVE,asset interpolated in log; remediated via sanitize_asset.,yes,tests/test_codeql_*,remediated_still_flagged,still_present_near_line_188
60eacfd0f84a662d,py/log-injection,runtime_verification.py,39,This log entry depends on a [user-provided value](1).,6.1,error,medium,external/cwe/cwe-117,production,internet_facing_api,production,CONTEXTUALLY_SAFE_FALSE_POSITIVE,phase is int enum 1-8; not attacker-controlled string; logger.exception fixed detail leak separately.,no,tests/test_codeql_*,accepted_fp,still_present_exact_line
e70444eea180c8d5,py/log-injection,signal_compounding.py,110,This log entry depends on a [user-provided value](1).,6.1,error,medium,external/cwe/cwe-117,production,internet_facing_api,production,CONFIRMED_TRUE_POSITIVE,signal id logged; remediated via sanitize_log_value.,yes,tests/test_codeql_*,remediated_still_flagged,still_present_near_line_112
13cb393ab63a0af4,py/partial-ssrf,blackdark/ingestion/arkham_connector.py,73,"Part of the URL of this request depends on a [user-provided value](1).
Part of the URL of this request depends on a [user-provided value](2).",9.1,error,medium,external/cwe/cwe-918,production,internet_facing_api,production,CONFIRMED_TRUE_POSITIVE,address segment joined into URL path without validation; remediated _safe_address_segment.,yes,tests/test_codeql_*,remediated_absent,absent_from_final_sarif
bdf21ea99c34f10a,py/empty-except,scripts/_secret_io.py,31,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,operator_cli,operator_local,operator_cli,QUALITY_TECHNICAL_DEBT,Broad empty except; no demonstrated production failure or security fail-open.,no,n/a,accepted_debt,still_present_exact_line
bf3d7f3270ac6636,py/empty-except,scripts/_secret_io.py,37,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,operator_cli,operator_local,operator_cli,QUALITY_TECHNICAL_DEBT,Broad empty except; no demonstrated production failure or security fail-open.,no,n/a,accepted_debt,still_present_exact_line
9c5ad3a7addf56e7,py/empty-except,acquirer_evidence_pack.py,171,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Broad empty except; no demonstrated production failure or security fail-open.,no,n/a,accepted_debt,still_present_exact_line
4224996750cc01df,py/empty-except,scripts/activate_100_exchanges.py,25,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,operator_cli,operator_local,operator_cli,QUALITY_TECHNICAL_DEBT,Broad empty except; no demonstrated production failure or security fail-open.,no,n/a,accepted_debt,still_present_exact_line
763e9ce06a37dbfb,py/empty-except,scripts/activate_cex_dex.py,25,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,operator_cli,operator_local,operator_cli,QUALITY_TECHNICAL_DEBT,Broad empty except; no demonstrated production failure or security fail-open.,no,n/a,accepted_debt,still_present_exact_line
5aa9869cdc5b52d1,py/empty-except,scripts/activate_live_execution.py,25,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,operator_cli,operator_local,operator_cli,QUALITY_TECHNICAL_DEBT,Empty except in sensitive path reviewed; intentional swallow with outer fail-closed or non-critical auxiliary path.,no,n/a,accepted_debt,still_present_exact_line
5a07cb527c158c61,py/empty-except,governance/adaptive_ux_governance.py,24,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Empty except in sensitive path reviewed; intentional swallow with outer fail-closed or non-critical auxiliary path.,no,n/a,accepted_debt,still_present_exact_line
ceb59a1230391f7e,py/empty-except,governance/adaptive_ux_governance.py,30,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Empty except in sensitive path reviewed; intentional swallow with outer fail-closed or non-critical auxiliary path.,no,n/a,accepted_debt,still_present_exact_line
6a982aa25bb981d2,py/empty-except,bd_platform/advanced_ta_risk_layer.py,682,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Broad empty except; no demonstrated production failure or security fail-open.,no,n/a,accepted_debt,still_present_exact_line
adbb8a34df0fe50c,py/empty-except,aggregator.py,964,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Broad empty except; no demonstrated production failure or security fail-open.,no,n/a,accepted_debt,still_present_exact_line
74ee9371c65ede8b,py/empty-except,ai_oracle.py,436,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Broad empty except; no demonstrated production failure or security fail-open.,no,n/a,accepted_debt,still_present_exact_line
fc489740ad6483ea,py/empty-except,ai_oracle.py,813,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Broad empty except; no demonstrated production failure or security fail-open.,no,n/a,accepted_debt,still_present_exact_line
fd6428571f797037,py/empty-except,ai_oracle.py,980,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Broad empty except; no demonstrated production failure or security fail-open.,no,n/a,accepted_debt,still_present_exact_line
d35e28a41dba69a8,py/empty-except,governance/anonymous_visitor_governance.py,26,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Empty except in sensitive path reviewed; intentional swallow with outer fail-closed or non-critical auxiliary path.,no,n/a,accepted_debt,still_present_exact_line
68092aba8bb64242,py/empty-except,api/routers/arbitrage.py,116,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Empty except in sensitive path reviewed; intentional swallow with outer fail-closed or non-critical auxiliary path.,no,n/a,accepted_debt,still_present_exact_line
634e5a6b84888e64,py/empty-except,bd_platform/arbitrage_portfolio_ux_layer.py,182,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Broad empty except; no demonstrated production failure or security fail-open.,no,n/a,accepted_debt,still_present_exact_line
e03178009162358f,py/empty-except,bd_platform/arbitrage_portfolio_ux_layer.py,189,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Broad empty except; no demonstrated production failure or security fail-open.,no,n/a,accepted_debt,still_present_exact_line
d0ec0b6d81b8128c,py/empty-except,bd_platform/arbitrage_portfolio_ux_layer.py,576,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Broad empty except; no demonstrated production failure or security fail-open.,no,n/a,accepted_debt,still_present_exact_line
087c35312bca7782,py/empty-except,bd_platform/arbitrage_portfolio_ux_layer.py,630,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Broad empty except; no demonstrated production failure or security fail-open.,no,n/a,accepted_debt,still_present_exact_line
bd76ed4b6f6fee10,py/empty-except,bd_platform/arbitrage_portfolio_ux_layer.py,641,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Broad empty except; no demonstrated production failure or security fail-open.,no,n/a,accepted_debt,still_present_exact_line
93e63631b2076acd,py/empty-except,governance/assessor.py,123,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Empty except in sensitive path reviewed; intentional swallow with outer fail-closed or non-critical auxiliary path.,no,n/a,accepted_debt,still_present_exact_line
b08384c895d00c90,py/empty-except,api/routers/auth.py,247,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Empty except in sensitive path reviewed; intentional swallow with outer fail-closed or non-critical auxiliary path.,no,n/a,accepted_debt,still_present_exact_line
cd4d26d529670a70,py/empty-except,api/routers/auth.py,514,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Empty except in sensitive path reviewed; intentional swallow with outer fail-closed or non-critical auxiliary path.,no,n/a,accepted_debt,still_present_exact_line
64a66ce5526d54db,py/empty-except,auth_service.py,336,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Empty except in sensitive path reviewed; intentional swallow with outer fail-closed or non-critical auxiliary path.,no,n/a,accepted_debt,still_present_exact_line
10bab46ff12b43b7,py/empty-except,auth_service.py,468,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Empty except in sensitive path reviewed; intentional swallow with outer fail-closed or non-critical auxiliary path.,no,n/a,accepted_debt,still_present_exact_line
ffd6d106398c6bb5,py/empty-except,scripts/auto_connect_keys.py,27,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,operator_cli,operator_local,operator_cli,QUALITY_TECHNICAL_DEBT,Broad empty except; no demonstrated production failure or security fail-open.,no,n/a,accepted_debt,still_present_exact_line
16ce26a88fc009d6,py/empty-except,b2b_websocket_hub.py,78,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Broad empty except; no demonstrated production failure or security fail-open.,no,n/a,accepted_debt,still_present_exact_line
5d93edf93851bd1d,py/empty-except,b2b_websocket_hub.py,109,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Broad empty except; no demonstrated production failure or security fail-open.,no,n/a,accepted_debt,still_present_exact_line
2ebeeac6836571f5,py/empty-except,cap646/batch_spine.py,23,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Broad empty except; no demonstrated production failure or security fail-open.,no,n/a,accepted_debt,still_present_exact_line
6b703dd4a7c250e6,py/empty-except,bigquery_export.py,103,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Broad empty except; no demonstrated production failure or security fail-open.,no,n/a,accepted_debt,still_present_exact_line
a1fcc15898e95342,py/empty-except,api/routers/billing.py,224,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Empty except in sensitive path reviewed; intentional swallow with outer fail-closed or non-critical auxiliary path.,no,n/a,accepted_debt,still_present_exact_line
b1d715978c69aad1,py/empty-except,governance/billing_governance.py,23,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Empty except in sensitive path reviewed; intentional swallow with outer fail-closed or non-critical auxiliary path.,no,n/a,accepted_debt,still_present_exact_line
834c628d9dbb23af,py/empty-except,bd_platform/cex_dex_arbitrage.py,43,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Broad empty except; no demonstrated production failure or security fail-open.,no,n/a,accepted_debt,still_present_exact_line
666e53b46f730f18,py/empty-except,bd_platform/cex_dex_arbitrage.py,53,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Broad empty except; no demonstrated production failure or security fail-open.,no,n/a,accepted_debt,still_present_exact_line
58b09fad35d09f51,py/empty-except,bd_platform/cex_dex_arbitrage.py,139,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Broad empty except; no demonstrated production failure or security fail-open.,no,n/a,accepted_debt,still_present_exact_line
ed8908a36c99bb94,py/empty-except,config.py,186,'except' clause does nothing but pass and there is no explanatory comment.,,recommendation,high,external/cwe/cwe-390,production,internet_facing_api,production,QUALITY_TECHNICAL_DEBT,Broad empty except; no demonstrated production failure or security fail-open.,no,n/a,accepted_debt,still_present_exact_line
