ruleId,name,problem_severity,security_severity,precision,tags,file,line,message
py/clear-text-storage-sensitive-data,py/clear-text-storage-sensitive-data,error,7.5,high,security;external/cwe/cwe-312;external/cwe/cwe-315;external/cwe/cwe-359,scripts/institutional_readiness_matrix.py,216,This expression stores [sensitive data (secret)](1) as clear text.
py/clear-text-storage-sensitive-data,py/clear-text-storage-sensitive-data,error,7.5,high,security;external/cwe/cwe-312;external/cwe/cwe-315;external/cwe/cwe-359,scripts/pre_launch_gate_assessor.py,21,This expression stores [sensitive data (secret)](1) as clear text.
py/weak-sensitive-data-hashing,py/weak-sensitive-data-hashing,warning,7.5,high,security;external/cwe/cwe-327;external/cwe/cwe-328;external/cwe/cwe-916,audit_registry.py,42,"[Sensitive data (password)](1) is used in a hashing algorithm (SHA256) that is insecure for password hashing, since it is not a computationally expensive hash function.
[Sensitive data (password)](2) is used in a hashing algorithm (SHA256) that is insecure for password hashing, since it is not a computationally expensive hash function."
py/log-injection,py/log-injection,error,6.1,medium,security;external/cwe/cwe-117,bd_platform/address_intelligence.py,65,"This log entry depends on a [user-provided value](1).
This log entry depends on a [user-provided value](2).
This log entry depends on a [user-provided value](3).
This log entry depends on a [user-provided value](4).
This log entry depends on a [user-provided value](5).
This log entry depends on a [user-provided value](6)."
py/log-injection,py/log-injection,error,6.1,medium,security;external/cwe/cwe-117,billing/audit_ledger.py,71,"This log entry depends on a [user-provided value](1).
This log entry depends on a [user-provided value](2).
This log entry depends on a [user-provided value](3)."
py/log-injection,py/log-injection,error,6.1,medium,security;external/cwe/cwe-117,billing/audit_ledger.py,73,"This log entry depends on a [user-provided value](1).
This log entry depends on a [user-provided value](2).
This log entry depends on a [user-provided value](3).
This log entry depends on a [user-provided value](4)."
py/log-injection,py/log-injection,error,6.1,medium,security;external/cwe/cwe-117,audit_registry.py,302,This log entry depends on a [user-provided value](1).
py/log-injection,py/log-injection,error,6.1,medium,security;external/cwe/cwe-117,audit_registry.py,376,This log entry depends on a [user-provided value](1).
py/log-injection,py/log-injection,error,6.1,medium,security;external/cwe/cwe-117,api/routers/didit_webhook.py,47,This log entry depends on a [user-provided value](1).
py/log-injection,py/log-injection,error,6.1,medium,security;external/cwe/cwe-117,ml/market_replay_bootstrap.py,186,"This log entry depends on a [user-provided value](1).
This log entry depends on a [user-provided value](2)."
py/log-injection,py/log-injection,error,6.1,medium,security;external/cwe/cwe-117,runtime_verification.py,39,This log entry depends on a [user-provided value](1).
py/log-injection,py/log-injection,error,6.1,medium,security;external/cwe/cwe-117,signal_compounding.py,110,This log entry depends on a [user-provided value](1).
py/partial-ssrf,py/partial-ssrf,error,9.1,medium,security;external/cwe/cwe-918,blackdark/ingestion/arkham_connector.py,73,"Part of the URL of this request depends on a [user-provided value](1).
Part of the URL of this request depends on a [user-provided value](2)."
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,scripts/_secret_io.py,31,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,scripts/_secret_io.py,37,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,acquirer_evidence_pack.py,171,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,scripts/activate_100_exchanges.py,25,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,scripts/activate_cex_dex.py,25,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,scripts/activate_live_execution.py,25,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,governance/adaptive_ux_governance.py,24,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,governance/adaptive_ux_governance.py,30,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,bd_platform/advanced_ta_risk_layer.py,682,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,aggregator.py,964,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,ai_oracle.py,436,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,ai_oracle.py,813,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,ai_oracle.py,980,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,governance/anonymous_visitor_governance.py,26,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,api/routers/arbitrage.py,116,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,bd_platform/arbitrage_portfolio_ux_layer.py,182,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,bd_platform/arbitrage_portfolio_ux_layer.py,189,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,bd_platform/arbitrage_portfolio_ux_layer.py,576,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,bd_platform/arbitrage_portfolio_ux_layer.py,630,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,bd_platform/arbitrage_portfolio_ux_layer.py,641,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,governance/assessor.py,123,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,api/routers/auth.py,247,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,api/routers/auth.py,514,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,auth_service.py,336,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,auth_service.py,468,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,scripts/auto_connect_keys.py,27,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,b2b_websocket_hub.py,78,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,b2b_websocket_hub.py,109,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,cap646/batch_spine.py,23,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,bigquery_export.py,103,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,api/routers/billing.py,224,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,governance/billing_governance.py,23,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,bd_platform/cex_dex_arbitrage.py,43,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,bd_platform/cex_dex_arbitrage.py,53,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,bd_platform/cex_dex_arbitrage.py,139,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,config.py,186,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,config.py,521,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,tests/conftest.py,74,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,scripts/connect_platform_keys.py,79,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,contradiction_replay.py,103,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,contradiction_replay.py,109,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,bd_platform/coverage_report.py,31,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,dashboard.py,232,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,dashboard.py,609,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,dashboard.py,616,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,dashboard.py,719,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,dashboard.py,726,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,dashboard.py,733,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,dashboard.py,740,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,dashboard.py,747,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,dashboard.py,754,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,dashboard.py,761,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,dashboard.py,768,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,dashboard.py,775,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,dashboard.py,782,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,dashboard.py,789,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,dashboard.py,803,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,dashboard.py,899,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,dashboard.py,1509,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,dashboard.py,2614,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,dashboard.py,2633,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,dashboard.py,2987,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,dashboard.py,4472,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,data_freshness.py,64,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,data_freshness.py,73,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,bd_platform/data_sources_layer.py,463,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,bd_platform/data_sources_layer.py,546,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,data_sources_registry.py,221,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,database.py,3684,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,database.py,3983,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,db_upgrade.py,82,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,dbt_connector.py,80,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,decision_ledger.py,38,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,api/deps.py,88,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,bd_platform/derivatives_ta_research_layer.py,552,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,dex_fetcher.py,180,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,distribution_compounding.py,57,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,due_diligence.py,52,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,encoding_bootstrap.py,16,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,encoding_bootstrap.py,21,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,cap646/entitlements.py,74,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,cap646/entitlements.py,129,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,cap646/entitlements.py,143,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,execution_keys.py,166,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,execution_keys.py,278,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,failure_corpus.py,34,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,failure_corpus.py,66,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,fee_matrix.py,218,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,fee_matrix.py,223,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,gas_oracle.py,124,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,scripts/generate_supplemental_closure_report.py,476,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,scripts/generate_template_stub_311_remediation_plan.py,30,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,graphql_schema.py,167,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,gtm_service.py,137,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,api/routers/heroes.py,281,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,hot_tier_reader.py,148,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,i18n_service.py,576,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,i18n_service.py,582,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,i18n_service.py,591,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,governance/identity_governance.py,16,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,governance/identity_governance.py,26,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,governance/identity_governance.py,34,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,in_app_alerts.py,54,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,bd_platform/infra_intelligence_layer.py,161,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,bd_platform/infra_intelligence_layer.py,462,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,infra_metrics.py,56,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,institutional_assurance.py,558,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,bd_platform/intelligence_market_extensions_layer.py,596,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,bd_platform/intelligence_ux_extensions_layer.py,560,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,bd_platform/intelligence_ux_extensions_layer.py,568,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,bd_platform/intelligence_ux_extensions_layer.py,576,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,kill_rate_board.py,43,'except' clause does nothing but pass and there is no explanatory comment.
py/empty-except,py/empty-except,recommendation,,high,quality;reliability;error-handling;external/cwe/cwe-390,ml/labeling_pipeline.py,192,'except' clause does nothing but pass and there is no explanatory comment.
